Category,StoreType,Address,Region,lng,lat,OperatingHours,Telephone,,
NTUC,Click and Collect,"FAIRPRICE EXPRESS TOA PAYOH 2, 399 Toa Payoh Lorong 2, Singapore 319640",Central,103.846389,1.336315,12:00 AM - 11:59 PM,62513075,,
NTUC,Click and Collect,"CHEERS PEACE CENTRE, 1 Sophia Road, #01-18, Peace Centre, Singapore 228149",,103.849692,1.300986,12:00 AM - 11:59 PM,63345819,,
NTUC,FairPrice Xtra,"HYPER JURONG POINT, 63 Jurong West Central 3, #03-01, Jurong Point, Singapore 648331",West,103.705395,1.339542,12:00 AM - 11:59 PM,"67901477, 67901765",,
NTUC,,"SUN PLAZA, 30 Sembawang Drive, #B1-01/02, Sun Plaza, Singapore 775713",North,103.819445,1.448159,8:00 AM - 10:00 PM,"65551180, 65551187",,
NTUC,Click and Collect,"DAWSON, 57 Dawson Road, #01-07, Dawson Place, Singapore 142057",Central,103.81103,1.29271,12:00 AM - 11:59 PM,"64764471, 64792427",,
NTUC,,"BUKIT PANJANG MKT, 2 Bukit Panjang Ring Road, #02-06, Singapore 679947",West,,,7:00 AM - 10:00 PM,62195987,,
NTUC,FairPrice Xtra,"WATERWAY POINT, 83 Punggol Central, #B2-32, Waterway Point, Singapore 828761",North-East,103.902301,1.406229,12:00 AM - 11:59 PM,"63858959, 63858961",,
NTUC,Click and Collect,"HYPER NEX, 23 Serangoon Central, #03-42, nex Mall, Singapore 556083",North-East,103.871951,1.350692,12:00 AM - 11:59 PM,"66344948, 66344947",,
NTUC,Click and Collect,"TOA PAYOH HDB HUB, 500 Toa Payoh Lorong 6, #B1-32/#01-33, Singapore 310500",Central,103.847064,1.333004,7:00 AM - 11:59 PM,"62506009, 62505270",,
NTUC,Click and Collect,"JOO CHIAT COMPLEX, 2 Joo Chiat Road, #01/02 - 1139, Joo Chiat Complex, Singapore 420002",East,103.898869,1.315428,7:00 AM - 11:00 PM,"67456977, 67452682",,
NTUC,Click and Collect,"CHANGI AIRPORT T3, Click&Collect: No Chilled & Frozen, #B2-10, Terminal 3, Basement2 North, Singapore 819663",East,103.986561,1.356344,7:00 AM - 11:00 PM,"62426653, 62422048",,
NTUC,,"Ang Mo Kio Blk 574, Blk 574 Ang Mo Kio Ave 10, #01-1847 , Singapore 560574",North-East,103.856261,1.371273,8:00 AM - 10:00 PM,"64524119, 64520827",,
NTUC,Click and Collect,"FAIRPRICE EXPRESS TAMPINES AVE 7, 9 Tampines Ave 7, Singapore 529619",East,103.959019,1.35759,12:00 AM - 11:59 PM,67841294,,
NTUC,FairPrice Xtra,"HYPER SPORTS HUB, #01-29, 1 Stadium Place, Singapore 397628",Central,103.872659,1.304428,8:00 AM - 10:30 PM,"67027281, 67027282",,
NTUC,Click and Collect,"REDHILL, 20 Lengkok Bahru, #01-13, Singapore 159053",,103.814835,1.287312,8:00 AM - 9:00 PM,"64720048, 64720147",,
NTUC,,"SERANGOON VIEW, 476 Upp Serangoon View, #02- 18, Singapore 530476",North-East,,,7:00 AM - 11:00 PM,"67026100, 67024800",,
NTUC,Click and Collect,"BUKIT MERAH, 166 Bukit Merah Central, #02-3531, Singapore 150166",Central,103.817552,1.282835,7:00 AM - 10:00 PM,"62734325, 62733163",,
NTUC,Click and Collect,"HYPER HOUGANG ONE, 1 Hougang Street 91, #02- 01, Hougang 1, Singapore 538692",North-East,103.879625,1.375286,7:00 AM - 11:00 PM,"68810013, 68810134",,
NTUC,Click and Collect,"BEDOK MALL, 311 New Upper Changi Road, #B2- 60, Bedok Mall, Singapore 467360",East,103.928751,1.324387,8:00 AM - 11:00 PM,"68449846, 68449845",,
NTUC,,"JURONG EAST BLK 249, 249 Jurong East St 24, #01- 106 , Singapore 600249",West,,,8:00 AM - 10:00 PM,65600107,,
NTUC,,"FAIRPRICE EXPRESS UPPER CHANGI RD, 955 Upper Changi Road North, Singapore 507662",East,103.969762,1.359456,12:00 AM - 11:59 PM,62140937,,
NTUC,,"BISHAN BLK 510, 510 Bishan Street 13, #01-520, Singapore 570510",Central,103.849648,1.348784,12:00 AM - 11:59 PM,63536036,,
NTUC,,"COMPASSVALE LINK, 277C Compassvale Link, #01-13, Singapore 544277",North-East,103.893961,1.38235,12:00 AM - 11:59 PM,64818505,,
NTUC,,"Blk 150 Silat Ave, Blk 150 Silat Ave, #01-44, Singapore 160150",,,,8:00 AM - 10:00 PM,"62653188, 62524418",,
NTUC,,"BUKIT BATOK WEST, West Ave 8, #01-256/258, 166 Bukit Batok, Singapore 650166",West,103.742956,1.347306,12:00 AM - 11:59 PM,65646717,,
NTUC,,"JURONG EAST 345, Jurong East St 31, #01-29, Blk 345, Singapore 600345",West,103.731122,1.345535,12:00 AM - 11:59 PM,65651513,,
NTUC,,"SENGKANG EAST AVE, SengKang East Ave, #01- 06, Blk 279, Singapore 540279",North-East,103.893273,1.38651,12:00 AM - 11:59 PM,63845829,,
Sheng Shiong,Self-Payment Kiosk,Blk 547 Segar Rd_ #01-06_ Singapore 670547,,103.76981,1.387917,24 Hours,62500664,,
Sheng Shiong,,Blk 52 Chin Swee Rd #01-25 Singapore 160052,,103.841684,1.287163,24 Hours,65350401,,
Sheng Shiong,,Blk 209 New Upper Changi Rd #01-631/#02-631 Singapore 460209,East,103.931035,1.324574,24 Hours,62422824,,
Sheng Shiong,,Blk 18 Teck Whye Lane #01-95 Singapore 680018,West,103.753983,1.378334,24 Hours,68750103,,
Sheng Shiong,,18B Circuit Road #01-260 Singapore 372018,,103.888219,1.329158,24 Hours,67472610,,
Sheng Shiong,,Blk 115 Bedok North Road #01-319 Singapore 460115,East,103.936376,1.331304,24 Hours,64499073,,
Sheng Shiong,Self-Payment Kiosk,200 Woodlands Industrial Park E7 Singapore 757177,North,103.796945,1.450952,7.00am - 12.00mn,63656162,,
Sheng Shiong,Self-Payment Kiosk,85 Dawson Road #01-01 Singapore 141085,Central,103.796945,1.450952,7.00am - 11.00pm,64750386,,
Sheng Shiong,,Blk 539A Bedok North St 3 #01-477 Singapore 461539,East,103.810041,1.29542,24 Hours,62421442,,
Sheng Shiong,,Blk 301 Woodlands St 31 #01-217 Singapore 730301,North,103.773507,1.431703,24 Hours,63623061,,
Sheng Shiong,,Blk 301 Geylang Lorong 15 #01-02 BCH Building Singapore 389344,Central,103.878628,1.312633,24 Hours,68461766,,
Sheng Shiong,,Blk 739A Bedok Reservoir Rd #01-01 Singapore 471739,East,103.92349,1.338136,24 Hours,64478669,,
Sheng Shiong,Self-Payment Kiosk,1 Jalan Berseh #B1-01 New World Centre Singapore 209037,,103.857152,1.307717,24 Hours,63657662,,
Sheng Shiong,,Blk 623 Elias Road #B1-01 Elias Mall (Stalls #14-16) Singapore 510623,,103.942383,1.377794,24 Hours,65851027,,
Sheng Shiong,,Blk 845 Yishun St 81 #01-186 Singapore 760845,North,103.834873,1.416062,24 Hours,67557383,,
Sheng Shiong,,Blk 108 McNair Rd #01-295 Singapore 321108,,103.85968,1.321633,24 Hours,62993391,,
Sheng Shiong,,Blk 925 Yishun Central 1 #01-211 Singapore 760925,North,103.837131,1.42746,7.00am - 11.00pm,67555633,,
Sheng Shiong,Self-Payment Kiosk,2 Serangoon Rd #B1-01/33 / #B2-01/05 The Verge Singapore 218227,North-East,103.851399,1.304991,7.00am - 10.00pm,62962833,,
Sheng Shiong,,Blk 527D Pasir Ris Street 51 #01-01 Singapore 514527,East,103.947939,1.36958,24 Hours,65854797,,
Sheng Shiong,,18 Yishun Avenue 9 #02-06 / #02-10 Singapore 768897,North,103.841697,1.433033,24 Hours,62529026,,
Sheng Shiong,,Blk 11 Upper Boon Keng Road #01-901 Singapore 380011,Central,103.870478,1.3141,24 Hours,67472780,,
Sheng Shiong,,506 Tampines Central 1 #02-361 Singapore 520506,East,103.945997,1.355995,7.00am - 11.00pm,66361713,,
Giant,Giant Express,Blk 468B Admiralty Drive #01-29 Singapore 752468,North,103.814307,1.449931,24 Hours,,,
Giant,Giant Express,Blk 70 Woodlands Avenue 7 #01-05 Singapore 738344,North,103.80096,1.440678,24 Hours,,,
Giant,Giant Express,Blk 525 Ang Mo Kio Avenue 10 #01-2401/2403/2405 Singapore 560525,North-East,103.85382,1.372555,24 Hours,,,
Giant,Giant Express,Blk 256 Bangkit Road #01-69 Singapore 670256,,103.772859,1.379094,24 Hours,,,
Giant,Giant Express,Blk 509 Bedok North St 3 #01-121 Singapore 460509,East,103.93132,1.333569,24 Hours,,,
Giant,Giant Express,Blk 631 Bedok Reservoir Road #01-954 Singapore 470631,East,103.914187,1.333555,24 Hours,,,
Giant,Giant Express,Blk 284 Bukit Batok East Avenue 3 #01-251 Singapore 650284,West,103.757144,1.34685,24 Hours,,,
Giant,Giant Express,Blk 266 Compassvale Bow #01-02 Singapore 540266,North-East,103.897061,1.381907,24 Hours,,,
Giant,Giant Express,Blk 671 Edgefield Plains #02-01 Singapore 820671,,103.912001,1.405518,24 Hours,,,
Giant,Giant Express,Blk 445 Fajar Road #01-536 Singapore 670445,,103.770563,1.383799,24 Hours,,,
Giant,Giant Express,Blk 21 Ghim Moh Road #01-177 Singapore 270021,,103.788517,1.310616,24 Hours,,,
Giant,Giant Express,683 Hougang Avenue 8 #01-903/905/907 Singapore 530683,North-East,103.886096,1.373542,24 Hours,,,
Giant,Giant Express,Blk 26 Jalan Membina #01-07/08/09 Singapore 161026,,103.826001,1.283105,24 Hours,,,
Giant,Giant Express,291 Joo Chiat Road #01-01 Singapore 427543,East,103.902225,1.309705,24 Hours,,,
Giant,Giant Express,Blk 492 Jurong West St 41 #01-24/26/28 Singapore 640492,West,103.725,1.350009,24 Hours,65604938,,
Giant,Giant Express,2 Jalan Lokam #01-37 Singapore 537846,,103.882748,1.345483,7am - 10pm,,,
Giant,Giant Express,Blk 56 Marine Terrace #01-259/261 Singapore 440056,,103.915394,1.305623,24 Hours,,,
Giant,Giant Express,"35 Students Walk, NTU Canteen 2 Singapore 639548",,103.685648,1.348018,8am - 12am,,,
Giant,Giant Express,Blk 776 Pasir Ris St 71 #01-412 Singapore 510776,East,103.936938,1.374886,24 Hours,,,
Giant,Giant Express,Blk 622D Punggol Central #01-06 Singapore 824622,North-East,103.910424,1.400593,24 Hours,,,
Giant,Giant Express,Blk 86 Redhill Close #01-610 Singapore 150086,,103.818498,1.286971,24 Hours,,,
Giant,Giant Express,Blk 406A Sembawang Drive #01-02 Singapore 751406,North,103.817649,1.452201,24 Hours,,,
Giant,Giant Express,Blk 266 Serangoon Central Drive #01-255 Singapore 550266,North-East,103.871642,1.353226,24 Hours,,,
Giant,Giant Express,Blk 829 Tampines St 81 #01-284/286/288 Singapore 520829,East,103.934903,1.349271,24 Hours,,,
Giant,Giant Express,Blk 8 Telok Blangah Crescent #01-171 Singapore 090008,Central,103.819181,1.27785,24 Hours,,,
Giant,Giant Express,Blk 291 Yishun St 22 #01-389/391 Singapore 760291,North,103.836525,1.43614,24 Hours,,,
Giant,Giant Express,Blk 102 Yishun Avenue 5 #01-125 Singapore 760102,North,103.828929,1.430877,24 Hours,,,
Giant,Giant Express,Blk 293 Yishun St 22 #01-261 Singapore 760293,North,103.837956,1.436415,24 Hours,,,
Giant,Giant Supermarket,Blk 161 Ang Mo Kio Avenue 4 #01-504 Singapore 560161,North-East,103.839814,1.374125,24 Hours,,,
Giant,Giant Supermarket,Blk 316B Ang Mo Kio St 31 #01-11 Singapore 563316,North-East,103.847692,1.364801,24 Hours,,,
Giant,Giant Supermarket,144 Upper Bukit Timah Road #B1-01 Singapore 588177,Central,103.776106,1.34238,7am - 10pm,,,
Giant,Giant Supermarket,348 Bedok Road #01-01 Bedok Market Place Singapore 469560,East,103.948302,1.331462,24 Hours,,,
Giant,Giant Supermarket,Blk 512 Bishan St 13 #01-524 Singapore 570512,Central,103.849899,1.349646,24 Hours,,,
Giant,Giant Supermarket,Blk 376 Bukit Batok St 31 #01-116 Singapore 650376,West,103.749507,1.358431,24 Hours,,,
Giant,Giant Supermarket,Blk 982 Buangkok Crescent #01-01 Singapore 530982,,103.879399,1.380823,24 Hours,,,
Giant,Giant Supermarket,Blk 118 Aljunied Avenue 2 #01-100 Singapore 380118,Central,103.8874,1.319976,7am - 10pm,,,
Giant,Giant Supermarket,Blk 524A Jelapang Road #03-13/18 Singapore 671524,,103.766242,1.38526,24 Hours,,,
Giant,Giant Supermarket,21 Hougang Street 51 #01-52 Singapore 538719,North-East,103.887372,1.378925,24 Hours,,,
Giant,Giant Supermarket,1 Woodlands Road #01-07 Singapore 677899,North,103.760405,1.379781,8am - 10pm,,,
Giant,Giant Supermarket,Blk 306 Ubi Avenue 1 #01-185 Singapore 400306,East,103.902289,1.329357,24 Hours,,,
Giant,Giant Supermarket,201 Yishun Avenue 2 #01-03 Khatib MRT Station Singapore 769092,North,103.832864,1.417121,24 Hours,,,
Giant,Giant Supermarket,Blk 260 Kim Keat Avenue #01-01 Singapore 310260,,103.857341,1.332143,24 Hours,,,
Giant,Giant Supermarket,Blk 259 Pasir Ris Street 21 #01-27 Singapore 510259,East,103.964631,1.366981,7:30am _ 10pm,,,
Giant,Giant Supermarket,Blk 440 Pasir Ris Drive 4 #01-01 Singapore 510440,East,103.958614,1.369088,24 Hours,,,
Giant,Giant Supermarket,60 Paya Lebar Road #B1-01/05 Singapore 409051,Central,103.892608,1.318773,7am - 10.30pm,,,
Giant,Giant Supermarket,Blk 475 Choa Kang Ave 3 #01-01/10 Singapore 680475,,103.738969,1.377878,24 Hours,,,
Giant,Giant Supermarket,9 Tampines St 32 #01-30 Singapore 529286,East,103.959797,1.354351,7am - 10pm,,,
Giant,Giant Supermarket,845 Geylang Road #01-08 Singapore 400845,Central,103.894359,1.316414,7am - 12am,,,
Giant,Giant Supermarket,Blk 181 Toa Payoh Lorong 4 #01-602/610 Singapore 310181,Central,103.850929,1.333608,24 Hours,,,
Giant,Giant Supermarket,Blk 548 Woodlands Drive 44 #01-37 Singapore 730548,North,103.793931,1.430543,24 Hours,,,
Giant,Giant Supermarket,Blk 768 Woodlands Ave 6 #01-34 Singapore 730768,North,103.797909,1.445394,24 Hours,,,
Giant,Giant Supermarket,Blk 883 Woodlands St 82 #01-498 Singapore 730883,North,103.790778,1.442766,24 Hours,,,
Giant,Giant Supermarket,Blk 418 Yishun Avenue 11 #01-433 Singapore 760418,North,103.847318,1.424655,24 Hours,,,
Giant,Giant Hypermarket,"200 Turf Club Road, The Grandstand #01-01 Singapore 287994",,103.793214,1.33869,Sun - Thurs: 9am - 10pm Fri - Sat: 9am - 11pm,,,
Giant,Giant Hypermarket,2 Jurong East St 21 #01-100 IMM Building Singapore 609601,West,103.746994,1.334107,Mon - Thurs: 9am - 11pm Fri & Sun: 8am - 11pm Sat: 8am _ 12am,,,
Giant,Giant Hypermarket,80 Marine Parade Road #03-27/28 Parkway Parade Singapore 449269,East,103.904909,1.301336,9am - 10pm,,,
Giant,Giant Hypermarket,Blk 638 Jurong West St 61 #03-01 Singapore 640638,West,103.697341,1.341847,8am - 11pm,,,
Giant,Giant Hypermarket,604 Sembawang Road #B1-25 Singapore 758459,North,103.824895,1.441997,Sun - Thurs: 9am - 10.30pm Fri - Sat: 9am - 11pm,,,
Giant,Giant Hypermarket,No. 3 Temasek Boulevard #B1-152-159 Singapore 038983,,103.859712,1.295749,9am - 10pm,,,
Giant,Giant Hypermarket,21 Tampines North Drive 2 #03-01 Singapore 528765,East,103.931895,1.372064,Sun - Thurs: 8am - 12am Fri - Sat: 8am - 2am,,,
Giant,Giant Hypermarket,1 HarbourFront Walk #B1-23 / #01-23 Singapore 098585,Central,103.82312,1.264713,Mon - Fri: 10am - 10pm Sat-Sun: 9am - 10pm,,,
Cold Storage,Cold Storage,"383 Bukit Timah Rd #01-09A, Alocassia Apt, Singapore 259727",Central,103.82722,1.319647,9:00AM - 10:00PM,68365206,,
Cold Storage,Cold Storage,16 Enggor Street #01-05/08 Singapore 079717,,103.844464,1.274522,8:00AM - 10:00PM,"65093897, 65093928",,
Cold Storage,Cold Storage,370 Alexandra Rd #B1-03 to 07 Anchorpoint Singapore 159953,Central,103.805122,1.288779,9:00AM - 10:00PM,64793242,,
Cold Storage,Cold Storage,"12 Kallang Avenue, Aperia, #01-47/51 Singapore 339511",Central,103.863816,1.310532,24 Hours,"68449500, 68449502",,
Cold Storage,Cold Storage,230 Victoria Street #B1-17/18 Bugis Junction Singapore 188024,,103.855279,1.299299,9:00AM - 11:00PM,63361990,,
Cold Storage,Cold Storage,No. 1 Woodlands Square #B1-31/32/33 Causeway Pt Singapore 738099,North,103.785911,1.436174,9:00AM - 10:30PM,"68941236, 68941206",,
Cold Storage,Cold Storage,176 Orchard Roard #B1-09/10 The Centrepoint Singapore 238843,Central,103.839521,1.301661,9:00AM - 10:00PM,"62350737, 62353401, 62353406",,
Cold Storage,Cold Storage,Blk 36H Dunearn Road #01-44 Singapore 309433,,103.83609,1.317403,9:00AM - 10:00PM,62536747,,
Cold Storage,Cold Storage,"442 Orchard Road #B1-01-11 Orchard Hotel, Singapore 238879",Central,103.828949,1.307569,8:00AM - 10:00PM,"62688559, 62688561",,
Cold Storage,Cold Storage,41 Sunset Way #01-01A Clementi Arcade Singapore 597071,West,103.767494,1.323636,9:00AM - 10:00PM,64663181,,
Cold Storage,Cold Storage,501 Bukit Timah Rd Cluny Court #01-02 Singapore 259760,Central,103.814398,1.322684,24 Hours,"67630815, 67630939",,
Cold Storage,Cold Storage,"1 Sengkang Square #B1-25, Compass One Shopping Centre, Singapore 545078",North-East,103.894934,1.391776,9:00AM - 10:00PM,"63863254, 63863304, 63863256",,
Cold Storage,Cold Storage,430 Upper Changi Road #01-47/48/49 East Village Singapore 487048,East,103.946358,1.331864,9:00AM - 10:00PM,"67027460, 67027461, 67027462",,
Cold Storage,Cold Storage,20 Eastwood Road #01-07/09 Eastwood Centre Singapore 486442,,103.955431,1.321406,8:00AM - 10:00PM,"62444530, 62444531",,
Cold Storage,Cold Storage,1 Kim Seng Promenade Great World City #B1-18 / 19 Singapore 237994,,103.831973,1.294202,9:00AM - 10:00PM,67354730,,
Cold Storage,Cold Storage,1 Seletar Road #01-11 Greenwich V Singapore 807011,North-East,103.869335,1.387595,9:00AM - 10:00PM,"64815670, 64815281, 64816953",,
Cold Storage,Cold Storage,20 Greenwood Ave Singapore 289215,,103.806822,1.331484,8:00AM - 10:00PM,64671353,,
Cold Storage,Cold Storage,1 Fifth Ave Guthrie House #01-05 Singapore 268802,,103.795553,1.330781,8:00AM - 10:00PM,64633411,,
Cold Storage,Cold Storage,1 Martitime Square #01-48 to 50 Singapore 099253,,103.820369,1.264303,8:00AM - 11:00PM,62749112,,
Cold Storage,Cold Storage,"No 2 Havelock Road, #B1-19 Singapore 059763",,,,9:00AM - 10:00PM,,,
Cold Storage,Market Place,4 Hillview Rise #02-07 Singapore 667979,West,103.764658,1.363844,9:00AM - 10:00PM,67107161,,
Cold Storage,Cold Storage,"211 Holland Avenue #01-02,04,05 Holland Shopping Ctr Singapore 278967",,103.795523,1.310392,24 Hours,64685566,,
Cold Storage,Cold Storage,"Blk 205 Hougang Street 21 #01-133 / 135 Heartland Mall, Singapore 530205",North-East,103.885011,1.359364,8:00AM - 10:00PM,"63830323, 63830076",,
Cold Storage,Jasons,"2 Orchard Turn,#B4-17-19, Ion Orchard Singapore 238801",Central,103.831378,1.305003,10:00AM - 10:30PM,65091322,,
Cold Storage,Jasons,1 Claymore Drive #01-01 Orchard Towers Singapore 229594,Central,103.829394,1.307595,8:00AM - 10.30PM,62354355,,
Cold Storage,Jasons,31 Oceanway Quayside Isle # 01-26/27 Singapore 098375,,103.841847,1.248016,8:00AM - 8:00PM,"62689986, 62689953",,
Cold Storage,Cold Storage,293 Holland Rd #01-01 Jelita Shopping Ctr Singapore 278628,,103.786012,1.317714,24 Hours,"64693877, 64693878",,
Cold Storage,Cold Storage,5 Stadium Walk #B1-01/05 Leisure Park Singapore 397693,,103.876521,1.302238,9:00AM - 10:30PM,62420818,,
Cold Storage,Cold Storage,"112, #B1-14 East Coast Rd Singapore 428802",East,103.904622,1.305522,10:00AM - 10:00PM,66363094,,
Cold Storage,Cold Storage,930 Yishun Avenue 2 #B1-11 to 16 Northpoint Shopping Centre Singapore 769098,North,103.835854,1.429316,8:00AM - 10:30PM,"67567100 , 64826091",,
Cold Storage,Cold Storage,No 238 Thomson Road #01-28/29 Singapore 307683,Central,103.844065,1.32024,9:00AM - 10:00PM,"63527223, 63527942",,
Cold Storage,Cold Storage,"101 Clementi Road, #01-01 Kent vale Estate, Singapore 129787",West,103.76958,1.30176,9:00AM - 10:00PM,67745396,,
Cold Storage,Cold Storage,"11, Tanjong Katong Road #B1-36 ONE KM Singapore 437157",Central,103.894507,1.314663,9:00AM - 10:00PM,"67022423, 67022426",,
Cold Storage,Market Place,290 Orchard Road #B1-21/22 Paragon Singapore 238859,Central,103.836,1.303857,9:00AM - 10:00PM,67382798,,
Cold Storage,Cold Storage,80 Marine Parade Road #B1-84 Parkway Parade Singapore 449269,East,103.905433,1.300737,9:00AM - 10:30PM,"63449011, 63448749",,
Cold Storage,Cold Storage,68 Orchard Road #B2-15/16 Plaza Singapura Singapore 238839,Central,103.845107,1.300613,9:00AM - 10:30PM,"62386761, 62386763",,
Cold Storage,Market Place,252 North Bridge Rd #B1-01 Raffles City Shopping Centre Singapore 179103,Central,103.853336,1.293863,8:00AM - 11:00PM,63362676,,
Cold Storage,Cold Storage,464-486 Jalan Asas Upper Bukit Timah Road Singapore 678077,Central,103.767605,1.36018,24 Hours,"67631639, 67637258",,
Cold Storage,Cold Storage,1 Cove Avenue Sentosa Arrival Plaza #02-07/10 Singapore 098537,,103.839685,1.246982,8:00AM - 10:00PM,"62749114, 62749132 6",,
Cold Storage,Cold Storage,23 Serangoon Central #B2-44/45 nex Singapore 556083,North-East,103.872938,1.350068,24 Hours,"66344190, 66344189, 66344187",,
Cold Storage,Cold Storage,"2 First Street #01-05/06/12/13/14/15/16, Siglap V Singapore 458278",East,103.923641,1.312784,24 Hours,"64445898, 64448678",,
Cold Storage,Cold Storage,896 Dunearn Road #02-01 Sime Darby Centre Singapore 589472,,103.784064,1.336846,9:00AM - 10:00PM,"64631179, 64631176",,
Cold Storage,Cold Storage,"1 Vista Exchange Green, #B1-02&35/36, The Star Vista, Singapore 138617",,103.787871,1.306936,9:00AM - 11:00PM,"66943224, 66943229",,
Cold Storage,Cold Storage,391A Orchard Road #B2-01-1 Ngee Ann City Singapore 238872,Central,103.835054,1.302711,10:00AM - 9:30PM,"67351266, 67351275, 67351276",,
Cold Storage,Cold Storage,10 Tampines Central 1 Tampines 1 #B1-01/02 Singapore 529536,East,103.945374,1.354236,9:00AM - 10:30PM,"65871783, 65870293, 65870164",,
Cold Storage,Market Place,163 Tanglin Road Tanglin Mall #B1-02/03 Singapore 247933,,103.823825,1.304929,9:00AM - 10:00PM,67340105,,
Cold Storage,Cold Storage,No 81 Clemenceau Avenue #02-18 UE Square Singapore 239917,,103.842547,1.292134,9:00AM - 10:00PM,"67333054, 67331040",,
Cold Storage,Cold Storage,101 Thomson Road #B1-52 Singapore 307591,Central,103.8436,1.316786,9:00AM - 10:00PM,"62509690, 62509691",,
Cold Storage,Cold Storage,1 Harbour Front Walk #01-23B Singapore 098585,Central,103.82233,1.264244,Mon - Fri: 10:00AM - 10:00PM Sat - Sun: 9:00AM - 10:00PM,"62754770, 62759780",,
Cold Storage,Cold Storage,154 West Coast Road #B1-19 West Coast Plaza Singapore 127371,West,103.766246,1.303912,9:00AM - 10:00PM,68724733,,
Cold Storage,Cold Storage,No. 1 Bukit Batok Central Link #B1-01 West Mall Singapore 658713,West,103.749336,1.350205,8:00AM - 10:30PM,"68611580, 68611355",,
Cold Storage,Cold Storage,2 Bayfront Avenue The Shoppes Marina Bay Sands #B2-46 Singapore 018972 Singapore 018972,Central,103.858934,1.283804,Sun - Thur: 9:00AM - 11:00PM Fri - Sat: 9:00AM - 12:00AM,66345261,,
Wet Market,Tiong Bahru Wet Market,"30 Seng Poh Rd, Singapore 168898",,103.832327,1.284862,9:00AM - 8:00PM,,,
Wet Market,Tekka Centre,"Level 1 Tekka Centre, 665 Buffalo Rd, Singapore 210665",,103.850654,1.30624,,,,
Wet Market,Coliwa Department Store Chinatown Complex,"Chinatown Complex, 335 Smith Street, Singapore 050335",Central,103.843163,1.282731,,,,
Wholesale Centre,,"1 Wholesale Centre, Singapore 110001",,,,,,,
Wet Market,Geylang Serai Market,"1 Geyland Serai, Singapore 402001",Central,103.898278,1.316727,,,,
Wet Market,Senoko Fishery Port,"31 Attap Valley Rd, Singapore759908",,103.792457,1.461595,,,,
Wet Market,Whampoa Wet Market,"92 Whampoa Dr, Singapore 320092",Central,103.854114,1.323317,,,,
Wet Market,,"Blk 38A Beo Crescent, Singapore 169982",,,,,,,
Wet Market,Marine Parade Food Centre,Blk 84 Marine Parade Central,East,103.906362,1.302162,,,,
Wet Market,Tanjong Pagar Plaza Market,7 Tanjong Pagar Plaza,Central,103.843163,1.276655,,,,
Wet Market,Chong Pang Market & Food Centre,"104 Yishun Ring Road, Singapore 760104",North,103.828167,1.431377,,,,
Wet Market,,"69 Geylang Bahru, Singapore 330069",Central,103.869968,1.321705,,,,
Wet Market,Empress Market,"7 Empress Rd, Singapore 260007",,103.805676,1.316261,,,,
Wet Market,Telok Blangah Crescent Block 11 Market And Food Centre,"11 Telok Blangah Crescent, Singapore 090011",Central,103.818634,1.277562,,,,
Wet Market,Kebun Baru Market,"226D Ang Mo Kio Avenue 1, Singapore 564226",North-East,103.839183,1.366953,,,,
Wet Market,Ghim Moh Market,"20 Ghim Moh Rd, Singapore 270020",,103.788284,1.311091,,,,
Wet Market,Admiralty Wet Market,"678 Woodlands Ave 6, Singapore 730678",North,103.801559,1.439896,,,,
Wet Market,Holland Drive Market,"44 Holland Drive, Singapore 270044",,103.792836,1.308112,,,,
Wet Market,Siang Heng Fish Merchant,"17 Kalidasa Ave, Singapore 789396",,103.829765,1.38169,,,,
Wet Market,115 Bukit Merah View Market & Food Centre,"115 Bukit Merah View, Singapore 151115",Central,103.822198,1.284691,,,,
Wet Market,Golden Mile Food Centre,"505 Beach Road, Singapore 199583",,103.863855,1.303134,,,,
Wet Market,Toa Payoh Lor 1 Market,"127 Lorong 1 Toa Payoh, Singapore 310127",Central,103.844759,1.337792,,,,
Wet Market,Chung Ling Wet Market,"151 Bishan Street 11, Singapore 571151",Central,103.855223,1.345506,,,,
Wet Market,50A Marine Terrace Market And Food Centre,"50A Marine Terrace, Singapore 441050",,103.915808,1.305811,,,,
Wet Market,Tanjong Pagar Plaza Market,"6 Tanjong Pagar Plaza, Singapore 081006",Central,103.843166,1.276658,,,,
Wet Market,Bukit Batok Street 11 Food Centre,"156 Bukit Batok Street 11, Singapore 650156",West,103.743582,1.348209,,,,
Wet Market,Tampines Round Market & Food Centre,137 Tampines Street 11 Singapore 522137 Tampines Street 11,East,103.944624,1.345582,,,,
Wet Market,Geylang East Centre Market & Food Centre,"117 Aljunied Ave 2, Singapore 380117",Central,103.886937,1.320461,,,,
Wet Market,The Marketplace @ 58,"58 New Upper Changi Rd, Singapore 461058",East,103.941057,1.32429,,,,
Wet Market,Bukit Timah Market & Food Centre,"116 Upper Bukit Timah Rd, Singapore 588172",Central,103.775818,1.340764,,,,
Prime Supermarket,,"Blk 25A Chai Chee Road, #01-459, Singapore 461025",East,103.924029,1.323424,64431827,,,
Prime Supermarket,,"823 Tampines St 81, Singapore 520823",East,103.93409,1.348887,,,,
Prime Supermarket,,"373 Bukit Batok Street 31, Singapore 650373",West,103.750403,1.358978,,,,
Prime Supermarket,,"763 Jurong West Street 75, Singapore 640763",West,103.699035,1.348869,,,,
