Category,StoreType,Address,Region,lng,lat,OperatingHours,Telephone,,
NTUC,,"JALAN TIGA, 41 Jalan Tiga, #01-05, Singapore 390041",Central,103.884814,1.307587,12:00 AM - 11:59 PM,62425707,,
NTUC,,"SEMBAWANG WAY BLK 355 , 355 Sembawang Way, #01-01, Singapore 750355",North,103.81862,1.449617,12:00 AM - 11:59 PM,"64843176, 64843179",,
NTUC,FairPrice Finest,"CHANGI AIRPORT T3, 65 Changi Airport Terminal 3, Airport Boulevard, Basement 2 North, #B2-10, Singapore 819663",East,103.986632,1.356407,7:00 AM - 11:00 PM,"62426653, 62422048",,
NTUC,,"DOVER, 28 Dover Cresent, #01-83, Singapore 130028",Central,103.781403,1.305007,7:30 AM - 11:00 PM,67736269,,
NTUC,,"UPPER BOON KENG, 5 Upper Boon Keng Road, #01-05, Singapore 380005",Central,103.872549,1.312591,7:00 AM - 11:00 PM,67422116,,
NTUC,,"COMPASSVALE LINK, 277C Compassvale Link, #01-13, Singapore 544277",North-East,103.893961,1.382318,12:00 AM - 11:59 PM,"64818505, 64818014",,
NTUC,,"LOR LIMAU, 80 Lorong Limau Road, #01-191, Singapore 320080",,103.855841,1.323892,12:00 AM - 11:59 PM,"62562253, 62569602",,
NTUC,Click and Collect,"HYPER JURONG POINT, 63 Jurong West Central 3, #03-01, Jurong Point, Singapore 648331",West,103.705189,1.339619,12:00 AM - 11:59 PM,"67901477, 67901765",,
NTUC,,"BUONA VISTA CC, 36 Holland Drive, #01-03/04/05, Singapore 270036",Central,103.792671,1.309124,12:00 AM - 11:59 PM,67736387,,
NTUC,,"YEW TEE POINT, 21 Choa Chu Kang North 6, #B1- 01, Yew Tee Point, Singapore 689578",West,103.746462,1.397335,7:00 AM - 11:00 PM,"67639011, 67636891",,
NTUC,,"JOO CHIAT COMPLEX, 2 Joo Chiat Road, #01/02- 1139, Joo Chiat Complex, Singapore 420002",East,103.898858,1.315428,7:00 AM - 11:00 PM,"67456977, 67452682",,
NTUC,,"CITY SQUARE MALL, 180 Kitchener Road, #B1- 09/10, Singapore 208539",Central,103.856573,1.311547,8:00 AM - 10:00 PM,"65096260, 65096261",,
NTUC,,"KANG KAR MALL , 100 Hougang Ave 10, #01-01 & #02-01, Kang Kar Mall, Singapore 538767",North-East,103.898841,1.371611,12:00 AM - 11:59 PM,"63858040, 63859054",,
NTUC,FairPrice Finest,"CENTURY SQUARE, 2 Tampines Central 5, #B1/07/08/17, Century Square, Singapore 529509",East,103.944069,1.352083,9:00 AM - 10:00 PM,"65870167, 65870163",,
NTUC,,"CANBERRA ROAD BLK 511, 511 Canberra Road, #02-03, Singapore 750511",,103.819666,1.453875,12:00 AM - 11:59 PM,"65562133, 65564597",,
NTUC,,"EUNOS CRESCENT, 5 Eunos Crescent, #01-2619/21, Singapore 400005",central,103.903569,1.321159,8:00 AM - 11:00 PM,67469722,,
NTUC,,"CIRCUIT BLK 77, 77 Circuit Road, #01-464/466, Singapore 370077",,103.885289,1.328327,8:00 AM - 11:00 PM,67497047,,
NTUC,,"ORCHID COUNTRY CLUB, 1 Orchid Club Rd, #01- 34 Level 1, Orchid Country Club, Singapore 769162",,103.844766,1.411317,9:00 AM - 10:00 PM,"64823678, 64823624",,
NTUC,FairPrice Xtra,"HYPER NEX, 23 Serangoon Central, #03-42, nex Mall, Singapore 556083",North-East,103.871962,1.350703,12:00 AM - 11:59 PM,"66344948, 66344947",,
NTUC,FairPrice Finest,"CLEMENTI MALL, 3155 Commonwealth Avenue West, #B1-12/13/14, The Clementi Mall, Singapore 129588",West,103.764127,1.315159,8:00 AM - 11:00 PM,"66594437, 66594438",,
NTUC,FairPrice Finest,"MY VILLAGE, 1 Maju Avenue, # B1-11 to 14, # B1- K09, Serangoon Garden Village, Singapore 556679",North-East,103.865406,1.365039,12:00 AM - 11:59 PM,"66342038, 66342037",,
NTUC,,"ANG MO KIO BLK 215, 215 Ang Mo Kio Ave 1, #01- 877, Singapore 560215",North-East,103.84161,1.366489,12:00 AM - 11:59 PM,64588090,,
NTUC,,"PUNGGOL DRIVE BLOCK 612, 612 Punggol Drive, #01-06, Singapore 820612",North-East,103.908612,1.404916,7:00 AM - 11:00 PM,66365760,,
NTUC,,"KIM TIAN, 18/20 Kim Tian Road, Singapore 169252",,103.829388,1.284821,7:00 AM - 10:00 PM,"62754868, 62754631",,
NTUC,,"BISHAN NORTH BLK 279, 279 Bishan Street 24, #01-62/64, Singapore 570279",Central,103.843808,1.35721,12:00 AM - 11:59 PM,64582558,,
NTUC,,"LENGKONG TIGA, 110 Lengkong Tiga, #01-233/235, Singapore 410110",,103.910843,1.32366,12:00 AM - 11:59 PM,67487794,,
NTUC,,"GEYLANG LORONG 38, 612/620 Geylang Lorong 38, Singapore 389551",Central,103.888666,1.314241,12:00 AM - 11:59 PM,68416016,,
NTUC,,"ANG MO KIO BLK 712, 712 Ang Mo Kio Ave 6, #01- 4056, Singapore 560712",North-East,103.847129,1.371417,12:00 AM - 11:59 PM,"64564147, 64564805",,
NTUC,FairPrice Finest,"SCOTTS SQUARE, 6 Scotts Road, #B1-03 to 07 and #B1-10, Scotts Square, Singapore 228209",,103.832837,1.306076,8:00 AM - 11:00 PM,"66360290, 66360291",,
NTUC,,"PSA BRANCH, 460 Alexandra Road, #01-09 & #01- 16, Singapore 119963",Central,103.80135,1.273727,8:00 AM - 10:00 PM,"62769903, 62707303",,
NTUC,FairPrice Xtra,"HYPER CHANGI, 8 Changi Business Park Ave 1, #01- 51 & #02-51, Singapore 486018",East,103.963539,1.335073,8:00 AM - 10:30 PM,"66047548, 66047546",,
NTUC,FairPrice Finest,"ZHONGSHAN PARK, 20 Ah Hood Road, #02-01, Zhong Shan Park, Singapore 329984",,103.846506,1.32704,8:00 AM - 11:00 PM,"67340536, 67340260",,
NTUC,,"CHINATOWN POINT, 133 New Bridge Road, #B1- 01, Chinatown Point, Singapore 059413",Central,103.845348,1.285692,8:00 AM - 10:30 PM,"67020381, 67020382",,
NTUC,FairPrice Finest,"AMARA, 100 Tras Street, #B1-01, 100Am, Singapore 079027",,103.843184,1.276173,8:00 AM - 10:00 PM,"66047457, 66047405",,
NTUC,,"WOODLANDS AVE 1, 570B Woodlands Ave 1, #01- 06, Singapore 732570",North,103.790783,1.431138,7:00 AM - 11:00 PM,63392996,,
NTUC,FairPrice Finest,"VALLEY POINT, 491 River Valley Road, #01-14, Valley Point, Singapore 248371",Central,103.827441,1.293144,8:00 AM - 10:00 PM,"67339358, 67339861",,
NTUC,,"WEST COAST, 502 West Coast Drive, #01-41, Singapore 120502",West,103.759264,1.311912,7:00 AM - 11:00 PM,67766620,,
NTUC,,"ITE ANG MO KIO, 2 Blk A Ang Mo Kio Drive, #01- 12, Singapore 567720",North-East,103.856399,1.377636,8:00 AM - 10:00 PM,68532308,,
NTUC,FairPrice Xtra,"HYPER JEM, 50 Jurong Gateway Road, #B1 -21/22 & B3 -01, Singapore 608549",West,103.74303,1.332903,7:00 AM - 11:00 PM,"63391729, 63390385",,
NTUC,Click and Collect,"CHEERS NUS, No. 2 College Avenue West #01-05, #01-05, Singapore 138607",,,,7:30 AM - 9:00 PM,66944957,,
NTUC,Click and Collect,"CHEERS UPPER THOMSON, 594 Upper Thomson Road, Singapore 574420",Central,103.828942,1.372928,12:00 AM - 11:59 PM,64539336,,
NTUC,,"PUNGGOL WALK, 308C Punggol Walk, #01-352, Singapore 823308",North-East,103.898952,1.408075,8:00 AM - 10:00 PM,65381476,,
NTUC,,"REDHILL, 20 Lengkok Bahru, #01-13, Singapore 159053",,,,8:00 AM - 9:00 PM,"64720048, 64720147",,
NTUC,Click and Collect,"CHEERS NEPTUNE COURT,  #01- 33, Neptune Court, Singapore 449034",,103.921789,1.306448,7:00 AM - 10:50 PM,62419105,,
NTUC,,"JALAN BUKIT MERAH, 1 Jalan Bukit Merah, #01- 4500, Singapore 150001",Central,103.808749,1.286507,7:00 AM - 11:00 PM,62530146,,
NTUC,Click and Collect,"WOODLANDS CIVIC CTR, 900 South Woodlands Drive, #B1-01, Woodlands Civic Centre, Singapore 730900",North,103.786769,1.435047,7:00 AM - 11:00 PM,"62192812, 62192074",,
NTUC,,"BUKIT BATOK HT, 2 Bukit Batok West, #01-10, HomeTeamNS Clubhse, Singapore 659003",West,103.749864,1.365527,7:00 AM - 10:00 PM,65691789,,
NTUC,Click and Collect,"WHITESANDS, 1 Pasir Ris Central Street 3, #B1-10, Whitesands, Singapore 518457",East,103.949452,1.372461,8:00 AM - 11:00 PM,"65850536, 65850540",,
NTUC,Click and Collect,"CHANGI AIRPORT T2, Click&Collect: No Chilled & Frozen, #B16-029, Terminal 2, Basement Level South, Singapore 819643",East,103.989337,1.355012,7:00 AM - 11:00 PM,"65431239, 65431147",,
NTUC,,"MACPHERSON MALL, 401 Macpherson Road, #02- 22, Macpherson Mall, Singapore 368125",Central,103.879125,1.331731,8:00 AM - 10:00 PM,63521728,,
NTUC,FairPrice Finest,"JCUBE, 2 Jurong East Central 1, #B1-12 , Jcube, Singapore 609731",West,103.707119,1.339721,9:00 AM - 10:00 PM,"62624180, 62624183",,
NTUC,FairPrice Finest,"YEW TEE MRT , 61 Choa Chu Kang Drive, #01-01 , Yew Tee MRT Station, Singapore 689715",West,103.747452,1.397045,12:00 AM - 11:59 PM,"67693819, 67693956",,
NTUC,,"Henderson Crescent, 106 Henderson Crescent, #01-47, Singapore 150106",,,,8:00 AM - 10:00 PM,63583036,,
NTUC,FairPrice Finest,"CHANGI CITY POINT, 5 Changi Business Park Central 1, #B1-09/10/11 , Singapore 486038",East,103.963235,1.335117,9:00 AM - 10:00 PM,"64438547, 64431472",,
NTUC,,"DOWNTOWN EAST, 1 Pasir Ris Close, #02-127, E Hub Downtown East, Singapore 519599",East,103.955222,1.376189,8:00 AM - 10:00 PM,65815176,,
NTUC,,"OUR TAMPINES HUB, 51 Tampines Ave 4, #B1-01, Festive Mall @ Our Tampines Hub, Singapore 529684",East,103.939799,1.35374,12:00 AM - 11:59 PM,"63866751, 63866762",,
NTUC,,"JALAN KAYU, 447A Jalan Kayu, #01-01/02, Singapore 791447",,103.872496,1.392308,12:00 AM - 11:59 PM,64443216,,
NTUC,FairPrice Finest,"KATONG VILLAGE, 30 East Coast Road, #01- 06/07/08/09, Katong Village Hotel, Singapore 428751",East,103.902876,1.304024,8:00 AM - 11:00 PM,"63421242, 63421371",,
NTUC,,"KITCHENER COMPLEX, 808 French Road, #01-01, Singapore 200808",Central,103.86199,1.308916,7:00 AM - 11:00 PM,62949535,,
NTUC,FairPrice Finest,"BEDOK MALL, 311 New Upper Changi Road, #B2- 60, Bedok Mall, Singapore 467360",East,103.928729,1.324419,8:00 AM - 11:00 PM,"68449846, 68449845",,
NTUC,,"NUH MEDICAL CENTRE, 1 Lower Kent Ridge Road, #02-16, NUH Medical Centre, Singapore 119082",Central,103.784468,1.293551,9:00 AM - 10:00 PM,66844052,,
NTUC,Click and Collect,"FAIRPRICE EXPRESS MACPHERSON, 110/114 MacPherson Road, Singapore 348501",Central,103.871942,1.328632,12:00 AM - 11:59 PM,68464381,,
NTUC,Click and Collect,"HYPER ANG MO KIO, 53 Ang Mo Kio Ave 3, #B2- 26, Ang Mo Kio Hub, Singapore 569933",North-East,103.848669,1.36958,7:00 AM - 11:00 PM,"64532521, 64531741",,
NTUC,Click and Collect,"HYPER CHANGI, 8 Changi Business Park Ave 1, #01- 51 #02-51, Singapore 486018",East,103.963496,1.335062,8:00 AM - 10:30 PM,"66047548, 66047546",,
NTUC,,"POTONG PASIR COMMUNITY CLUB, 6 Potong Pasir Ave 2, #01-01, Singapore 358361",Central,103.867259,1.332669,7:00 AM - 11:00 PM,62858830,,
NTUC,Click and Collect,"HYPER JEM, 50 Jurong Gateway Road, #B1 -21/22 #B3 -01, Singapore 608549",West,103.743051,1.332924,7:00 AM - 11:00 PM,"63391729, 63390385",,
NTUC,Click and Collect,"BUKIT TIMAH PLAZA, 1 Jalan Anak Bukit, #B1-01 #B2-01, Bukit Timah Plaza, Singapore 588996",Central,103.778387,1.338206,12:00 AM - 11:59 PM,"64688415, 64684923",,
NTUC,Click and Collect,"HOUGANG, 202 Hougang Street 21, #01-00, Singapore 530202",North-East,103.884083,1.357417,12:00 AM - 11:59 PM,"62870702, 62870703",,
NTUC,Click and Collect,"ZHONGSHAN PARK, 20 Ah Hood Road, #02-01, Zhong Shan Park, Singapore 329984",,103.846506,1.32705,8:00 AM - 11:00 PM,"67340536, 67340260",,
NTUC,Click and Collect,"VALLEY POINT, 491 River Valley Road, #01-14, Valley Point, Singapore 248371",Central,103.827452,1.293144,8:00 AM - 10:00 PM,"67339358, 67339861",,
NTUC,FairPrice Finest,"SELETAR MALL, 33 Sengkang W Ave, #B2-24, Seletar Mall, Singapore 797653",North-East,103.876022,1.391209,12:00 AM - 11:59 PM,"63416177, 63416178",,
NTUC,Click and Collect,"CENTURY SQUARE, 2 Tampines Central 5, #B1/07/08/17, Century Square, Singapore 529509",East,103.944048,1.352061,9:00 AM - 10:00 PM,"65870167, 65870163",,
NTUC,Click and Collect,"AMARA, 100 Tras Street, #B1-01, 100Am, Singapore 079027",,103.843772,1.275237,8:00 AM - 10:00 PM,"66047457, 66047405",,
NTUC,Click and Collect,"THOMSON PLAZA, 301 Upper Thomson, #03-37/38, Thomson Plaza, Singapore 574408",Central,103.831025,1.354703,8:00 AM - 10:30 PM,"64547738, 64545349",,
NTUC,Click and Collect,"KANG KAR MALL , 100 Hougang Ave 10, #01-01 #02-01, Kang Kar Mall, Singapore 538767",North-East,103.894262,1.371715,12:00 AM - 11:59 PM,"63858040, 63859054",,
NTUC,Click and Collect,"BEDOK NORTH A, 212 Bedok North Street 1, #01- 147, Singapore 460212",East,103.93164,1.325856,12:00 AM - 11:59 PM,"64438038, 64438538",,
NTUC,Click and Collect,"TOA PAYOH A, 192 Toa Payoh Lorong 4, #01- 670/672, Singapore 310192",Central,103.850654,1.331721,8:00 AM - 11:00 PM,"62508019, 62534178",,
NTUC,Click and Collect,"FAIRPRICE EXPRESS EAST COAST , 239/255 East Coast Road, Singapore 428932",East,103.907973,1.308269,12:00 AM - 11:59 PM,64403538,,
NTUC,Click and Collect,"FAIRPRICE EXPRESS CHOA CHU KANG, 31 Choa Chu Kang Way, Singapore 688786",West,103.750136,1.37759,12:00 AM - 11:59 PM,67636030,,
NTUC,,"WAREHOUSE CLUB, 1 Joon Koon Circle, Level 2 and 3, Singapore 629117",,103.678856,1.327349,10:00 AM - 9:00 PM,"67104584, 67104594",,
